"practice_code","practice_name","postcode","latitude","longitude","lad_code","number_of_patients","admin_non_clinical","direct_patient_care","gp","nurses","total_appointments","estimated_wait_time"
"F85615","Tottenham Health Centre","N17 8AH","51.604763","-0.06846","E09000014",5920,"16","6","8","2","1848","3.93"
"F85030","Somerset Gardens Family Health Centre","N17 8NW","51.605338","-0.073471","E09000014",13337,"40","0","20","8","4994","3.35"
"Y05330","Welbourne Med Prac, Welbourne H C","N17 9QX","51.589159","-0.057006","E09000014",4813,"20","6","14","4","1470","4.17"
"F85628","Welbourne Gp Surgery, Welbourne H C","N17 9QX","51.589159","-0.057006","E09000014",8147,"22","0","14","4","2805","5.16"
"F85034","Arcadian Gardens Surgery","N22 5AB","51.606727","-0.110773","E09000014",8372,"16","0","6","6","2825","2.33"
"F85065","Stuart Crescent Medical Practice","N22 5NJ","51.600434","-0.110172","E09000014",3203,"12","2","6","2","1127","2.99"
"F85064","High Road Surgery (Stuart Crescent Hc)","N22 5NJ","51.600434","-0.110172","E09000014",7430,"18","0","12","2","2348","2.60"
"F85031","Westbury Medical Centre","N22 6RX","51.597178","-0.094006","E09000014",12532,"22","16","8","2","3334","11.64"
"F85675","The Alexandra Surgery","N22 7UN","51.599147","-0.137082","E09000014",5546,"22","0","2","2","3139","1.66"
"F85008","Staunton Group Practice","N22 8HE","51.599388","-0.112926","E09000014",11908,"34","4","2","0","5055","5.15"
"F85640","Cheshire Road Surgery","N22 8JJ","51.607188","-0.1137","E09000014",6656,"18","4","10","2","2307","8.24"
"F85014","Highgate Group Practice","N6 4QA","51.576923","-0.1516","E09000014",16644,"26","4","32","8","4510","4.97"
"F85046","Hornsey Park Surgery","N8 0PH","51.589277","-0.109205","E09000014",10917,"18","6","8","2","3084","4.65"
"F85669","West Green Surgery","N8 0RA","51.584287","-0.09977","E09000014",23744,"42","18","12","2","7424","4.41"
"F85697","The Old Surgery","N8 0RP","51.583629","-0.099682","E09000014",1741,"4","4","4","0","2079","1.56"
"F85061","Christchurch Hall Surgery","N8 8AE","51.577924","-0.125696","E09000014",2910,"12","4","8","0","766","5.92"
"F85069","Crouch Hall Road Surgery","N8 8HJ","51.579178","-0.127301","E09000014",8414,"22","6","14","4","5100","3.65"
"Y03035","Queenswood Medical Practice","N8 8JD","51.583422","-0.131013","E09000014",21722,"54","2","40","8","5563","5.83"
"Y01655","The Vale Practice","N8 8SU","51.581475","-0.125836","E09000014",10050,"16","0","6","0","2873","2.32"
"F85063","The Muswell Hill Practice","N10 3ST","51.591019","-0.141096","E09000014",17479,"30","4","48","4","5843","2.90"
"F85066","Bounds Green Group Practice","N11 2PF","51.606556","-0.126493","E09000014",18941,"34","6","36","4","5378","2.22"
"F85060","Havergal Surgery","N15 3DY","51.589197","-0.101991","E09000014",5424,"24","6","12","4","2556","2.84"
"E84053","Hatch End Medical Centre","HA5 4RD","51.606242","-0.377077","E09000015",3323,"24","12","4","4","2134","6.51"
"E84061","Elliott Hall Medical Ctr.","HA5 4EA","51.608476","-0.362526","E09000015",11389,"30","14","38","0","6889","4.63"
"E84009","Enderley Road Medical Centre","HA3 5HF","51.601872","-0.340469","E09000015",12144,"40","10","22","6","7291","3.24"
"E84658","Aspri Medical Centre","HA3 5LE","51.604471","-0.343002","E09000015",5269,"10","0","10","2","1921","6.66"
"Y05080","First Choice Medical Care","HA2 9LG","51.571243","-0.375726","E09000015",3059,"10","6","10","2","1159","6.03"
"E84005","Kings Road Surgery","HA2 9JH","51.567603","-0.376476","E09000015",7525,"14","10","14","4","2780","7.31"
"E84680","Headstone Road Surgery","HA1 1PG","51.583716","-0.340877","E09000015",5472,"18","2","4","0","1975","4.29"
"E84617","The Civic Medical Centre","HA1 1SE","51.587155","-0.337497","E09000015",7223,"12","2","6","0","1649","6.29"
"E84044","The Northwick Surgery","HA1 2NU","51.581002","-0.326456","E09000015",11280,"20","2","14","10","3100","9.38"
"E84083","Lanfranc Medical Centre","HA1 3QE","51.561586","-0.332746","E09000015",5995,"10","0","8","4","1990","2.12"
"E84693","St. Peter'S Medical Centre","HA1 4BS","51.576534","-0.350678","E09000015",9901,"36","8","16","10","4617","3.61"
"E84040","The Pinner Road Surgery","HA1 4JS","51.582794","-0.352855","E09000015",4546,"16","8","8","2","2065","4.48"
"E84070","Pinner View Medical Centre","HA1 4QG","51.585872","-0.350282","E09000015",5686,"12","4","4","4","1705","5.40"
"E84008","Simpson House Medical Centre","HA2 8RS","51.561657","-0.372432","E09000015",10407,"30","4","14","8","5509","3.31"
"E84068","The Ridgeway Surgery","HA2 7DU","51.581005","-0.365101","E09000015",14981,"46","8","26","16","8726","6.24"
"E84676","Headstone Lane Medical Centre","HA2 6LY","51.599017","-0.356773","E09000015",3903,"14","2","4","0","1308","4.44"
"E84022","Roxbourne Medical Centre","HA2 0UE","51.56732","-0.363104","E09000015",7230,"16","6","14","4","2770","4.48"
"E84014","Bacon Lane Surgery","HA8 5AT","51.605078","-0.275903","E09000015",9883,"24","8","14","0","4089","6.63"
"E84039","Honeypot Medical Centre","HA7 1JP","51.596988","-0.294546","E09000015",18318,"45","24","14","8","11427","4.85"
"E84024","The Pinn Medical Centre","HA5 3EE","51.595209","-0.382155","E09000015",20914,"75","16","34","12","10312","5.10"
"E84018","Streatfield Health Centre","HA3 9BP","51.593812","-0.30812","E09000015",7850,"24","4","16","2","3124","3.61"
"E84646","The Streatfield Medical Centre","HA3 9BL","51.595343","-0.30083","E09000015",7632,"12","4","8","6","1616","3.28"
"E84058","Gp Direct","HA2 0RQ","51.575263","-0.358777","E09000015",26887,"72","10","40","8","9708","6.30"
"E84062","The Shaftesbury Medical Centre","HA2 0AH","51.571705","-0.354006","E09000015",5534,"14","4","12","4","2973","3.71"
"E84004","The Circle Practice","HA3 7LT","51.601113","-0.320613","E09000015",7733,"24","0","10","0","2628","7.57"
"E84069","Belmont Health Centre","HA3 7LT","51.601113","-0.320613","E09000015",18900,"6","6","12","6","12304","4.18"
"E84075","Mollison Way Surgery","HA8 5QL","51.597639","-0.278615","E09000015",11985,"16","8","14","2","5129","2.09"
"E84057","The Stanmore Medical Centre","HA7 1HS","51.60154","-0.304021","E09000015",12808,"0","0","2","0","4047","5.54"
"F82033","Dr Vm Patel","RM11 3SZ","51.561113","0.228776","E09000016",3453,"14","2","2","0","1518","8.26"
"F82023","High Street Surgery","RM11 3XT","51.561554","0.223589","E09000016",3520,"12","0","2","2","1079","3.34"
"F82008","Maylands Healthcare","RM12 4EQ","51.552912","0.190596","E09000016",12884,"42","2","20","6","5307","6.21"
"F82609","Suttons Avenue Surgery","RM12 4LF","51.55632","0.219281","E09000016",4603,"20","0","6","4","1645","12.65"
"F82028","Wood Lane Surgery","RM12 5HX","51.544107","0.195928","E09000016",10385,"24","6","10","4","3737","9.35"
"F82022","The Rosewood Medical Centre","RM12 5NJ","51.542635","0.200921","E09000016",13303,"48","2","18","6","4797","4.67"
"F82624","St Georges Country Park Surgery","RM12 6RR","51.548615","0.21729","E09000016",5515,"20","4","2","6","2059","3.85"
"F82619","Harlow Road Surgery","RM13 7UP","51.531935","0.186418","E09000016",4205,"16","0","2","0","1479","4.09"
"F82607","South Hornchurch Medical Practice","RM13 7XJ","51.531228","0.191171","E09000016",6215,"20","2","2","6","1791","12.07"
"Y08371","Beam Park Medical Practice","RM13 8QZ","51.52816","0.170883","E09000016",3090,"0","0","0","0","1039","4.99"
"F82627","Rainham & Upminster Medical Centre","RM13 9AB","51.519364","0.197074","E09000016",8356,"16","4","0","0","2793","3.85"
"F82649","Berwick Surgery","RM13 9QU","51.527175","0.213971","E09000016",4549,"14","0","2","0","2016","6.81"
"F82006","Cranham Village Surgery","RM14 1BJ","51.562618","0.263421","E09000016",13295,"40","2","12","6","3716","9.18"
"F82674","Cranham Health Centre","RM14 1RG","51.568865","0.265291","E09000016",5805,"28","2","10","4","3369","4.84"
"F82002","Haiderian Medical Centre","RM14 2YN","51.5495","0.247322","E09000016",7168,"26","4","20","4","2300","10.37"
"F82055","Hornchurch Healthcare","RM11 1XA","51.566748","0.219009","E09000016",12964,"34","0","16","6","4272","6.93"
"F82675","Billet Lane Medical Practice","RM11 1XA","51.566748","0.219009","E09000016",3503,"20","2","6","4","1332","5.22"
"F82009","North Street Medical Care","RM1 4QJ","51.586182","0.173372","E09000016",21210,"86","8","34","10","9037","4.71"
"F82013","Western Road Medical Centre","RM1 3LS","51.578986","0.187519","E09000016",17989,"45","0","34","8","7182","5.57"
"F82011","St Edwards Medical Centre","RM1 3DQ","51.580341","0.181741","E09000016",9674,"50","6","14","4","3742","6.61"
"F82663","Dr Marks Practice","RM1 2SB","51.572553","0.192379","E09000016",4105,"6","0","2","2","784","5.85"
"F82053",NULL,"RM14 3DH","51.556732","0.254733","E09000016",1,"0","0","0","0","0",NULL
"F82021","The New Medical Centre","RM2 5SU","51.574468","0.204043","E09000016",9678,"50","2","4","4","3484","4.82"
"F82007","The Green Wood Practice","RM3 0DR","51.595328","0.232746","E09000016",10458,"56","0","16","8","4071","9.12"
"Y02973","Kings Park Surgery","RM3 0FE","51.593184","0.225699","E09000016",9062,"10","0","4","2","3588","3.84"
"F82045","Chowdhury","RM3 0PT","51.592339","0.233898","E09000016",3437,"18","0","2","2","1207","7.18"
"F82671","Straight Road Surgery","RM3 7JJ","51.600308","0.210579","E09000016",3382,"14","4","2","2","1124","8.79"
"F82648","Ingrebourne Medical Centre","RM3 7JJ","51.600308","0.210579","E09000016",3849,"16","2","2","4","1545","4.46"
"F82010","Petersfield Surgery","RM3 9PD","51.605704","0.23285","E09000016",8643,"50","16","16","2","2248","9.49"
"Y00312","The Robins Surgery, Harold Hill Health C","RM3 9SU","51.606266","0.224895","E09000016",4611,"14","0","4","4","1138","5.17"
"F82670","Abbamoor Surgery","RM3 9SU","51.606266","0.224895","E09000016",5048,"16","6","6","0","2012","7.52"
"F82016","Central Park Surgery","RM3 9SU","51.606266","0.224895","E09000016",6211,"20","2","4","6","1335","5.71"
"F82014","The Saheecha'S Practices","RM3 9SU","51.606266","0.224895","E09000016",7628,"30","0","8","6","3274","6.55"
"F82630","Chase Cross Medical Centre","RM5 3PJ","51.600118","0.164796","E09000016",7592,"24","2","4","4","2120","11.09"
"F82030","Lynwood Medical Centre","RM5 3QL","51.601712","0.164164","E09000016",14824,"32","6","18","8","6444","3.78"
"F82638","Modern Medical Centre","RM7 0PX","51.56542","0.177619","E09000016",7593,"16","0","4","8","3059","3.86"
"F82610","Dr Gupta","RM7 8BU","51.582916","0.164714","E09000016",2927,"10","0","6","2","862","9.65"
"E86022","The Abbotsbury Practice","HA5 1TG","51.579266","-0.397406","E09000017",5909,"22","4","14","4","2354","4.86"
"E86605","Ladygate Lane Medical Practice","HA4 7QU","51.580512","-0.436461","E09000017",2613,"12","0","4","2","1025","6.41"
"E86640","Southcote Clinic","HA4 7LW","51.577121","-0.433676","E09000017",5719,"20","2","12","4","2597","5.35"
"E86024","King Edwards Medical Centre","HA4 7AE","51.574559","-0.428217","E09000017",4372,"24","2","8","0","1813","4.83"
"E86625","Kincora Doctors Surgery","UB3 3HG","51.511666","-0.412216","E09000017",2870,"16","4","6","0","1341","2.55"
"E86018","Townfield Doctors Surgery","UB3 3DZ","51.515843","-0.41122","E09000017",8273,"16","8","8","2","3270","3.57"
"E86612","Shakespeare Health Centre","UB3 1NY","51.498422","-0.437018","E09000017",5741,"8","2","12","2","3326","2.24"
"E86011","Oxford Drive Medical Centre","HA4 9EY","51.567741","-0.393007","E09000017",6167,"18","2","10","2","2480","5.37"
"E86014","Cedars Medical Centre","HA4 9LZ","51.570575","-0.405028","E09000017",7313,"16","2","12","4","6404","2.24"
"E86006","The Devonshire Lodge Practice","HA5 1TG","51.579266","-0.397406","E09000017",8372,"24","4","18","4","3605","4.54"
"E86042","The High Street Practice","UB7 7DP","51.511899","-0.472446","E09000017",7935,"24","4","8","4","3287","4.65"
"E86010","Yiewsley Family Practice","UB7 7DP","51.511899","-0.472446","E09000017",16694,"24","6","6","6","5869","3.84"
"E86004","The Medical Centre","UB7 7PJ","51.50442","-0.476068","E09000017",11068,"38","2","2","6","4127","5.54"
"E86027","Otterfield Medical Centre","UB7 8PE","51.514658","-0.470221","E09000017",7181,"18","4","18","4","3549","3.71"
"E86009","Belmont Medical Centre","UB8 1SD","51.548264","-0.478036","E09000017",9133,"28","2","14","4","2418","10.47"
"E86015","Central Uxbridge Surgery","UB8 1UB","51.546222","-0.475718","E09000017",16883,"36","6","30","10","6162","7.24"
"E86026","Parkview Surgery","UB8 3LA","51.525998","-0.440275","E09000017",8290,"18","2","8","8","2854","4.04"
"E86034","Church Road Surgery","UB8 3NA","51.528536","-0.475185","E09000017",2702,"18","4","4","4","1183","3.36"
"E86620","West London Medical Centre","UB8 3NG","51.525731","-0.454699","E09000017",5398,"18","6","2","4","2622","2.03"
"E86030","Brunel Medical Centre","UB8 3PH","51.532838","-0.472856","E09000017",12090,"22","6","14","2","2900","2.43"
"E86629","Dr Mlr Siddiqui'S Practice","HA4 6TA","51.552011","-0.399417","E09000017",3754,"8","4","2","2","1429","5.64"
"E86007","Harefield Practice","UB9 6JY","51.608519","-0.479092","E09000017",8947,"30","4","8","2","4053","8.23"
"E86017","Hayes Medical Centre","UB3 4NA","51.501076","-0.422966","E09000017",20597,"22","12","16","6","7174","4.65"
"E86036","Hillingdon Health Centre","UB10 9QF","51.551621","-0.448053","E09000017",8812,"22","0","10","6","2928","2.17"
"E86005","The Oakland Medical Centre","UB10 9JX","51.546055","-0.451293","E09000017",7013,"16","2","14","4","4255","2.81"
"E86632","Acorn Medical Centre","UB10 9JN","51.542326","-0.451686","E09000017",5762,"16","4","2","2","2900","8.56"
"E86619","Wallasey Medical Centre","UB10 8SA","51.566915","-0.452005","E09000017",3441,"16","0","6","2","1438","1.15"
"E86028","Eastbury Surgery","HA6 3BG","51.611631","-0.423889","E09000017",8402,"12","4","12","2","7947","3.28"
"E86001","Mountwood Surgery","HA6 2RG","51.615872","-0.442519","E09000017",11151,"22","6","28","10","7385","4.02"
"E86041","Acre Surgery","HA6 1TQ","51.604465","-0.411552","E09000017",5641,"12","4","10","2","2981","4.22"
"E86012","Wood Lane Medical Centre","HA4 6ER","51.571216","-0.425164","E09000017",11294,"40","10","20","6","6647","2.82"
"E86615","Acrefield Surgery","HA4 0QR","51.562225","-0.382308","E09000017",2624,"16","10","4","2","1627","4.17"
"E86626","Queens Walk Medical Centre","HA4 0NT","51.562716","-0.393155","E09000017",6054,"16","0","6","4","1358","4.67"
"E86609","North Hyde Road Surgery","UB3 4NS","51.497849","-0.413756","E09000017",9953,"20","2","14","2","4104","6.28"
"E86637","Heathrow Medical Centre","UB3 5AB","51.49302","-0.433924","E09000017",6638,"22","0","4","0","6212","2.76"
"E86038","Glendale Medical Centre","UB3 5DA","51.49035","-0.434514","E09000017",7171,"18","4","10","2","2854","3.91"
"E86618","Carepoint Practice","HA6 1TQ","51.604465","-0.411552","E09000017",7363,"22","8","6","0","4435","1.13"
"E86019","The Warren Practice","UB4 0SF","51.518952","-0.410299","E09000017",6795,"22","4","19","0","2953","6.91"
"E86029","Cedar Brook Practice","UB4 8DD","51.534092","-0.414132","E09000017",10626,"34","4","16","6","4583","7.70"
"E86016","The Pine Medical Centre","UB4 8RB","51.527591","-0.416838","E09000017",6347,"12","0","6","2","2286","7.09"
"E86020","Yeading Court Surgery","UB4 9AJ","51.528299","-0.40009","E09000017",5320,"16","2","4","2","2353","4.35"
"E86610","Willow Tree Surgery","UB4 9NS","51.525341","-0.386384","E09000017",3310,"16","2","6","4","1473","5.85"
"E86033","St Martins Medical Centre","HA4 8BE","51.577646","-0.424566","E09000017",6314,"8","4","18","2","3656","3.87"
"Y00352","Hesa Medical Centre - Y00352","UB3 4DD","51.505917","-0.419303","E09000017",23560,"84","32","19","10","9503","2.40"
"E85115","Pentelow Practice","TW14 9EF","51.45662","-0.416574","E09000018",3987,"10","2","6","0","1707","9.03"
"E85126","Green Practice","TW3 3LN","51.468263","-0.371755","E09000018",11019,"14","2","6","2","2880","7.36"
"Y02671","The Practice Heart Of Hounslow","TW3 3LN","51.468263","-0.371755","E09000018",18451,"20","4","10","4","6043","8.40"
"E85015","Hounslow Medical Centre","TW3 3ET","51.469395","-0.37684","E09000018",9642,"14","4","6","2","4253","5.04"
"E85716","Bath Road Surgery","TW3 3ET","51.469395","-0.37684","E09000018",16033,"18","16","12","4","8877","4.63"
"E85718","Hatton Medical Practice","TW14 9PY","51.457544","-0.43375","E09000018",4991,"18","2","4","4","1412","5.16"
"E85746","Grove Park Terrace Surgery","W4 3JL","51.484669","-0.273333","E09000018",3960,"14","2","10","2","1213","12.46"
"E85024","Carlton Surgery","TW14 0AX","51.453338","-0.404597","E09000018",5273,"12","2","6","4","2457","5.02"
"E85697","Greenbrook Bedfont","TW14 8AG","51.451684","-0.429323","E09000018",6279,"10","0","8","2","2455","7.97"
"E85699","Grove Village Medical Centre","TW14 8SN","51.449161","-0.43095","E09000018",6649,"18","4","4","4","4812","4.72"
"Y06826",NULL,"W4 1RX","51.493563","-0.259879","E09000018",2,"0","0","0","0","0",NULL
"E85739","Hmc Health Heston Great West","TW5 9ER","51.483967","-0.382386","E09000018",10409,"16","4","10","0","3898","5.88"
"Y02672","The Practice Feltham","TW13 4GU","51.446367","-0.411086","E09000018",13529,"14","2","14","2","4045","7.21"
"E85734","Queens Park Medical Practice","TW13 4GU","51.446367","-0.411086","E09000018",6125,"10","2","4","6","1766","3.99"
"E85681","Jersey Practice","TW5 9ER","51.483967","-0.382386","E09000018",9437,"10","6","11","6","6819","2.36"
"E85052","Cranford Medical Centre","TW5 9RG","51.481887","-0.412409","E09000018",7386,"20","0","6","2","3325","5.02"
"E85060","Kingfisher Practice","TW3 2DY","51.461125","-0.359614","E09000018",6424,"22","0","14","4","2370","9.68"
"E85750","Spring Grove Medical Practice","TW7 4HG","51.474357","-0.345849","E09000018",7529,"2","4","10","2","2724","3.87"
"E85658","Holly Road Medical Centre","W4 1NU","51.492787","-0.260378","E09000018",4278,"14","6","10","6","1575","6.35"
"E85114","Crosslands Surgery","UB2 5QY","51.491313","-0.373267","E09000018",7646,"18","4","20","4","4476","4.98"
"E85001","Thornbury Road Centre For Health","TW7 4HQ","51.474432","-0.345443","E09000018",8953,"24","14","14","8","3494","7.43"
"E85693","Chiswick Medical Practice","W4 3ET","51.481587","-0.264981","E09000018",22012,"20","6","12","4","7432","6.72"
"E85059","Chestnut Practice","TW3 3LN","51.468263","-0.371755","E09000018",8370,"18","4","8","2","2522","7.63"
"E85683","Glebe Street Surgery","W4 2BD","51.491385","-0.256859","E09000018",4032,"16","2","4","2","1431","10.90"
"E85696","Clifford Road Surgery","TW4 7LR","51.470621","-0.394693","E09000018",8260,"8","4","12","2","5743","3.46"
"E85056","St Davids Practice","TW13 4GU","51.446367","-0.411086","E09000018",7591,"0","0","10","4","3468","6.89"
"E85071","Clifford House Medical Centre","TW13 5AD","51.447323","-0.406678","E09000018",2156,"14","0","2","0","923","5.03"
"E85736","Little Park Surgery","TW13 5JG","51.442595","-0.387719","E09000018",7351,"18","2","24","4","5002","6.05"
"E85035","Mount Medical Centre","TW13 6AJ","51.4406","-0.387789","E09000018",7271,"8","0","4","2","2242","5.20"
"E85030","Chiswick Health Practice","W4 1RX","51.493563","-0.259879","E09000018",6831,"20","8","18","6","2037","7.45"
"E85004","Albany Practice","TW8 8DS","51.48676","-0.310054","E09000018",7360,"18","2","10","2","3752","4.00"
"E85605","Brentford Group Practice","TW8 8DS","51.48676","-0.310054","E09000018",8351,"24","6","14","8","4731","6.49"
"E85735","Brentford Family Practice","TW8 8DS","51.48676","-0.310054","E09000018",6713,"12","6","2","0","3051","7.26"
"E85744","Argyle Health-Isleworth Practice","TW7 7DJ","51.467811","-0.328729","E09000018",9885,"22","7","6","4","5303","5.72"
"E85713","Hounslow Family Practice","TW3 4JX","51.471773","-0.366799","E09000018",6473,"22","4","8","2","3086","3.13"
"E85040","West4 Gps","W4 1RX","51.493563","-0.259879","E09000018",7861,"24","4","10","4","2859","7.29"
"E85625",NULL,"W6 0YD","51.497636","-0.24547","E09000018",1,"0","0","0","0","0",NULL
"E85058","Blue Wing Family Doctor Unit","TW3 3LN","51.468263","-0.371755","E09000018",7349,"12","4","6","2","2495","8.94"
"E85708","Gill Medical Practice","TW14 0AB","51.451481","-0.404921","E09000018",7954,"14","0","6","2","1938","6.81"
"E85062","Hiyos","TW3 1NL","51.470857","-0.361684","E09000018",13820,"16","8","12","4","6297","1.78"
"E85096","Medical Centre","TW3 1NU","51.471263","-0.356673","E09000018",6112,"14","4","8","2","3017","4.85"
"E85707","Skyways Medical Centre","TW5 9BJ","51.477415","-0.393101","E09000018",7158,"12","0","10","4","3006","8.51"
"E85600","Willow Practice","TW3 2DY","51.461125","-0.359614","E09000018",6685,"16","4","12","6","3985","3.37"
"E85113","Redwood Practice","TW3 2DY","51.461125","-0.359614","E09000018",7142,"20","4","10","6","2232","6.52"
"F83002","River Place Health Centre","N1 2DE","51.541021","-0.09739","E09000019",10782,"32","4","30","6","4389","6.78"
"F83652","Amwell Group Practice","WC1X 0GB","51.528043","-0.110817","E09000019",11724,"26","2","32","4","3703","4.64"
"Y03103",NULL,"N1 0AL","51.539321","-0.119262","E09000019",299,"0","0","0","0","209","8.37"
"F83033","Barnsbury Medical Practice","N1 0AL","51.539321","-0.119262","E09000019",6207,"16","4","16","2","1762","3.40"
"F83021","Ritchie Street Group Practice","N1 0DG","51.53474","-0.107858","E09000019",17228,"36","2","24","6","4915","4.46"
"F83010","Islington Central Medical Centre","N1 1SW","51.544511","-0.104686","E09000019",22139,"32","2","14","2","9381","1.62"
"F83063","Killick Street Health Centre","N1 9RH","51.534237","-0.119068","E09000019",13593,"20","8","24","6","4854","7.33"
"F83032","St Peter'S Street Medical Practice","N1 8JG","51.535597","-0.100772","E09000019",11972,"34","2","28","6","2925","9.66"
"F83034","New North Health Centre","N1 7AA","51.537534","-0.091592","E09000019",1386,"4","0","2","0","557","5.10"
"F83056","The Mitchison Road Surgery","N1 3NG","51.544992","-0.087357","E09000019",9781,"12","6","16","2","4199","1.66"
"F83012","Elizabeth Avenue Group Practice","N1 3BS","51.539023","-0.091905","E09000019",7504,"14","2","18","4","3435","3.79"
"F83008","The Goodinge Group Practice","N7 9EW","51.54825","-0.125442","E09000019",12403,"24","2","22","2","3822","4.41"
"F83060","The Northern Medical Centre","N7 8EG","51.551145","-0.114173","E09000019",7282,"20","4","8","0","2662","3.62"
"F83673","The Medical Centre","N7 8DD","51.551078","-0.109794","E09000019",6325,"12","2","8","2","1930","4.88"
"F83666","Andover Medical Centre","N7 7QZ","51.561766","-0.116461","E09000019",6923,"20","6","18","2","3562","4.14"
"F83664","The Village Practice","N7 7JJ","51.559711","-0.11001","E09000019",12197,"26","8","14","4","5605","3.88"
"F83680","Sobell Medical Centre","N7 6NE","51.553866","-0.113383","E09000019",4852,"14","0","4","0","1118","4.25"
"F83681","Partnership Primary Care Centre","N7 0SL","51.554717","-0.120993","E09000019",8910,"22","4","14","2","2458","5.35"
"F83660","Highbury Grange Medical Practice","N5 2QB","51.555097","-0.095317","E09000019",9156,"22","4","6","4","4236","3.02"
"F83045","The Miller Practice","N5 2ET","51.551419","-0.092165","E09000019",9295,"16","0","20","0","3673","4.59"
"F83686","Stroud Green Medical Centre","N4 3PZ","51.570059","-0.114328","E09000019",9960,"14","2","2","2","3306","5.60"
"F85067","The 157 Medical Practice","N4 3PZ","51.570059","-0.114328","E09000019",4520,"16","4","4","0","2331","3.60"
"Y01066","Hanley Primary Care Centre","N4 3DU","51.567951","-0.120837","E09000019",8973,"22","10","18","2","2707","2.71"
"F83064","City Road Medical Centre","EC1V 2QH","51.527895","-0.091116","E09000019",9481,"18","4","28","2","4078","3.54"
"F83674","The Junction Medical Practice","N19 5EW","51.557177","-0.136572","E09000019",9188,"26","12","22","6","3895","6.23"
"F83039","The Rise Group Practice","N19 3YU","51.571444","-0.125007","E09000019",4826,"12","0","8","2","1766","8.87"
"F83671","The Beaumont Practice","N19 3YU","51.571444","-0.125007","E09000019",3274,"6","4","6","4","1691","1.89"
"F83015","St Johns Way Medical Centre","N19 3RN","51.568025","-0.130894","E09000019",13091,"22","2","26","4","6402","4.18"
"F83004","Archway Medical Centre","N19 3NU","51.562544","-0.126098","E09000019",32346,"66","18","8","8","5097","4.62"
"F83624","Clerkenwell Medical Practice","EC1R 0LP","51.524864","-0.108844","E09000019",16937,"36","6","40","6","7633","3.16"
"F83007","Roman Way Medical Centre","N1 1SW","51.544511","-0.104686","E09000019",3553,"16","0","8","2","3044","0.70"
"F83678","Dr Segarajasinghe","EC1R 0JH","51.525191","-0.109609","E09000019",2125,"8","0","8","4","870","2.16"
"E87738","Knightsbridge Medical Centre","SW1X 0ET","51.49807","-0.159918","E09000020",15261,"26","2","10","4","8127","3.73"
"E87007","Westbourne Grove Medical Centre","W11 2SE","51.514211","-0.200361","E09000020",1,"10","10","10","0","0",NULL
"E87702","The Surgery","SW7 4QS","51.497627","-0.184519","E09000020",3111,"10","0","4","4","1426","5.84"
"E87013","Stanhope Mews Surgery","SW7 5RB","51.494474","-0.181931","E09000020",16346,"24","2","32","8","5082","6.39"
"E87065","The Notting Hill Medical Centre","W11 2EH","51.514854","-0.207206","E09000020",3726,"16","2","6","2","2298","3.79"
"Y00200","Portobello Medical Centre","W11 2EH","51.514854","-0.207206","E09000020",4442,"20","8","4","0","2568","4.84"
"E87067","Colville Health Centre","W11 1PA","51.515837","-0.206231","E09000020",10781,"10","4","12","2","5546","1.62"
"E87003","North Kensington Medical Centre","W10 6NX","51.519199","-0.220325","E09000020",5049,"12","4","6","0","2818","1.98"
"Y00507","St. Quintin Health Centre","W10 6NX","51.519199","-0.220325","E09000020",3594,"10","6","6","2","2061","2.57"
"E87733","The Exmoor Surgery","W10 6DZ","51.522362","-0.217218","E09000020",4943,"12","4","10","2","3613","6.24"
"Y01011","Barlby Surgery","W10 6DZ","51.522362","-0.217218","E09000020",11101,"20","12","18","4","6684","1.91"
"E87762","The Good Practice","SW10 0LR","51.482652","-0.178066","E09000020",8696,"12","2","10","2","3059","2.86"
"E87063","Kings Road Medical Centre","SW10 0UD","51.480355","-0.184768","E09000020",15624,"18","18","32","6","7230","2.34"
"E87024","The Golborne Medical Centre","W10 5PG","51.523947","-0.206763","E09000020",5551,"18","6","10","0","3990","5.88"
"E87742","The Golborne Medical Centre","W10 5PE","51.524023","-0.206303","E09000020",3052,"10","4","2","0","2504","3.49"
"E87720","Kensington Park Medical Centre","W14 8HW","51.497325","-0.208787","E09000020",9174,"24","4","16","0","5818","3.57"
"E87711",NULL,"SW3 4SR","51.487401","-0.157313","E09000020",285,"0","0","0","0","851","6.86"
"E87665","The Chelsea Practice","SW3 5DD","51.486806","-0.166987","E09000020",6536,"10","2","10","2","3488","5.28"
"E87004","Health Partners At Violet Melchett","SW3 5RR","51.487022","-0.166402","E09000020",10583,"16","4","18","0","4511","3.33"
"E87026","Meanwhile Garden Medical Centre","W10 5NT","51.522228","-0.203126","E09000020",2308,"16","0","4","2","1319","4.37"
"E87746","Brompton Medical Centre","SW5 0EA","51.489435","-0.189867","E09000020",4925,"16","0","4","2","1844","8.22"
"Y03441","Health And Wellbeing Centre, Earls Court","SW5 0PT","51.492822","-0.192542","E09000020",9518,"10","10","10","6","3827","2.12"
"E87047","Earls Court Medical Centre","SW5 9AD","51.491763","-0.192699","E09000020",6843,"12","2","12","2","3095","3.43"
"E87750","Earls Court Surgery","SW5 9JA","51.488721","-0.191873","E09000020",4367,"12","0","4","2","1719","3.28"
"E87043","Emperor'S Gate Surgery","SW7 4HJ","51.496305","-0.186324","E09000020",6936,"12","0","14","2","2368","5.11"
